barcode;price;due_data;stock
7598008000182;17.08;NO;94
7598008000021;57.04;NO;176
7598008001950;18.53;NO;85
VITA-MIX X 100TAB;310.98;NO;11
7598008001936;30.88;NO;44
7598008001745;132.97;NO;43
7598008000342;103.9;NO;10
8906130230220;149.32;NO;23
7598008000939;48.32;NO;5
8906130231012;119.53;NO;10
8906130231821;706.98;NO;9
8906130231340;200.9;NO;11
8906130231098;240.14;NO;5
8906130231128;388.37;NO;13
8906130231135;135.15;NO;66
8906130231166;787.27;NO;10
7598008002421;21.8;NO;150
7598008001318;25.79;NO;98
8906130230817;126.43;NO;15
8906130230855;391.27;NO;33
8906130230039;344.77;NO;3
8906130230923;1400.88;NO;9
8906130230473;122.07;NO;69
8906130230930;507.53;NO;16
8906130231081;2844.28;NO;5
8906130230954;235.78;NO;23
8906130230558;82.47;NO;50
7597767000334;90.83;NO;49
7597767000327;90.83;NO;27
8906130230596;60.67;NO;3
8906130230916;95.91;NO;15
8906130231784;510.8;NO;4
8906130230541;39.24;NO;35
8906130230350;181.65;NO;8
LANCETAS50PZAS;226.34;NO;1
TENSIOMDIG;746.94;NO;2
8904278577498;293.18;NO;4
8904151800989;384.73;NO;24
8904151838524;299.36;NO;4
736372795625;117.35;NO;18
7796285255169;163.49;NO;12
736372795694;76.66;NO;18
6921875010229;543.86;NO;9
736372795717;27.97;NO;232
8904278590688;152.95;NO;4
6921875009940;43.23;NO;77
736372795618;15.99;NO;24
7708908625549;674.65;NO;14
7702184011430;415.25;NO;153
7707274721206;155.86;NO;934
7502268544928;78.47;NO;3
8906112610477;34.51;NO;49
8906112610514;105.72;NO;243
8906109691237;86.83;NO;64
8904187876484;154.04;NO;22
8904187887596;86.1;NO;6
8906109692295;147.14;NO;56
8904187855700;562.39;NO;2
8906112610699;479.19;NO;78
8904159414300;67.21;NO;21
7707264579145;249.22;NO;190
7703712035034;122.43;NO;38
7703712030077;70.12;NO;45
7703712030992;130.79;NO;94
7703712030718;455.21;NO;21
7703712032439;389.82;NO;76
7703712032538;66.48;NO;18
7592348203104;146.32;NO;29
7592348203005;96.87;NO;76
7592348204002;103.75;NO;270
8699525093516;66.2;NO;38
8699525093523;91.08;NO;33
7592348511315;99.23;NO;29
7592348413824;173.61;NO;17
7592348413848;342.24;NO;39
7592348218108;265.35;NO;3
7501075725414;79.49;NO;10
7501075725421;78.16;NO;24
7592348218009;93.14;NO;32
7592348218023;104.63;NO;69
7592348227025;111.01;NO;7
7592348227506;149.34;NO;16
736372544148;201.99;NO;17
736372544155;232.88;NO;18
MACROGOTERO;272.11;NO;19
736372544193;830.5;NO;7
736372544247;778.59;NO;12
736372544254;873.01;NO;4
736372544285;570.74;NO;2
736372544292;753.48;NO;1
736372544322;466.11;NO;3
736372544353;243.41;NO;339
7598008001707;34.88;NO;71
7598008000694;91.91;NO;37
7598008000311;18.89;NO;60
7707184161420;132.24;NO;184
3582910023623;735.32;NO;47
791466996029;59.58;NO;24
7596347807189;25.79;NO;76
7703153021900;112.26;NO;47
7591243848731;171.43;NO;25
7591243842203;87.9;NO;101
7591243851106;119.71;NO;24
7591241846647;91.57;NO;12
7591243801750;141.93;NO;73
7591243803167;132.77;NO;4
7591243807370;91.57;NO;44
7591243803600;125.0;NO;35
7591243807820;151.08;NO;150
7591243807868;227.07;NO;51
7591243811483;81.56;NO;1842
7591243839753;155.66;NO;6
7591243837452;131.61;NO;53
7591243834574;218.7;NO;16
7591243832181;192.29;NO;108
7591243831993;105.3;NO;1229
7591243831511;131.86;NO;110
7591243826777;78.78;NO;48
7591243814347;185.36;NO;24
7591243811728;168.57;NO;28
7591243818345;114.27;NO;11
7591243820355;91.57;NO;18
7591243826425;164.82;NO;30
7591243826708;73.25;NO;7
7591243826494;143.01;NO;17
7591243817782;91.57;NO;10
7591243817829;108.96;NO;6
7591241817968;424.41;NO;14
7591243815801;146.51;NO;35
7590027001126;158.06;NO;86
7590027002642;78.29;NO;128
7590027000686;83.78;NO;133
7590027000891;95.6;NO;160
7590027000921;197.56;NO;108
7590027002819;92.93;NO;135
7590027000662;60.39;NO;242
7590027002673;99.61;NO;267
7590027002666;205.01;NO;151
7590027002727;99.6;NO;46
7707236121044;60.31;NO;50
7590027001669;62.2;NO;191
7590027000679;84.33;NO;29
7592710003738;156.77;NO;17
7592710003721;206.72;NO;1
7592710003783;180.88;NO;2
7592710003943;168.72;NO;17
7592710004094;173.4;NO;9
7592710003790;160.73;NO;2
7592710004148;206.72;NO;5
7592710003998;198.01;NO;12
7592710003851;192.97;NO;17
7592710002854;110.37;NO;27
7501298224930;233.97;NO;1593
7896523208770;45.05;NO;33
7707236125868;447.95;NO;14
7707236123048;336.05;NO;20
7898633381961;86.47;NO;1283
8906130231005;29.06;NO;82
89061302314491;481.74;NO;2
7598008000403;197.64;NO;10
7598008001523;11.99;NO;65
7598008002018;31.24;NO;76
7598008000540;15.62;NO;129
RECOLECTOR;288.1;NO;6
736372544360;103.9;NO;16
0736372544179;233.6;NO;10
6942189211324;43.23;NO;138
6942189530227;65.03;NO;24
6942189530234;74.84;NO;8
8906069872461;128.24;NO;114
6942189530258;31.24;NO;156
8904030802042;46.87;NO;141
730170649326;66.85;NO;76
6942189304149;7.27;NO;755
0730170649111;77.75;NO;1
730170649418;18.17;NO;110
730170649449;38.51;NO;59
730170649159;30.15;NO;38
730170649180;29.43;NO;30
730170649197;25.07;NO;8
730170649203;23.98;NO;26
TAMSULKMPLUS;18.53;NO;27
7703038050193;406.17;NO;27
7750215001868;286.64;NO;2
7590027000990;192.51;NO;934
7590027002857;140.0;NO;867
7590027001010;105.71;NO;98
7596793000981;196.55;NO;6
7596793001025;200.18;NO;8
7596793000295;794.9;NO;3
7596793001803;794.9;NO;2
7590027000600;85.92;NO;25
7596793001827;892.63;NO;6
7596793001841;794.9;NO;5
0117596793002265;794.9;NO;5
7596793001865;893.35;NO;5
7596793001889;893.35;NO;4
7596793001919;893.35;NO;4
0117596793002272;909.7;NO;2
7596793001186;795.99;NO;17
7598252000624;305.17;NO;44
7597467000528;36.33;NO;1
7596793002152;389.61;NO;6
7596793002138;354.84;NO;5
7596793002855;133.69;NO;264
7597830002906;142.81;NO;10
7598252001041;95.91;NO;5
7598252000730;216.89;NO;18
7598252101345;154.77;NO;28
7598252000280;102.09;NO;9
